tweets	label
 ERR-FREE	1
 ERUDITE	1
 ERUDITELY	1
 ESCORT	1
 ESPECIAL	1
 ESPECIALLY	1
 ESSENCE	1
 ESSENTIAL	1
 ESSENTIALLY	1
 ESTABLISH	1
 ESTABLISHED	1
 ESTEEM	1
 ESTEEMED	1
 ESTHETIC	1
 ESTHETICAL	1
 ETERNAL	1
 ETHEREAL	1
 ETHIC	1
 ETHICAL	1
 ETHICALLY	1
 EUDAEMONIST	1
 EUDAIMONIA	1
 EUDAIMONISM	1
 EUDAIMONISTIC	1
 EULOGIZE	1
 EUNOIA	1
 EUPHORIA	1
 EUPHORIC	1
 EUPHORICALLY	1
 EUREKA	1
 EVALUATIVE	1
 EVEN-HANDED	1
 EVEN-HANDEDLY	1
 EVENLY	1
 EVENTFUL	1
 EVERLASTING	1
 EVIDENT	1
 EVOCATIVE	1
 EVOCATIVELY	1
 EVOLVE	1
 EVOLVING	1
 EXACT	1
 EXACTLY	1
 EXALT	1
 EXALTATION	1
 EXALTED	1
 EXALTEDLY	1
 EXALTING	1
 EXAMPLE	1
 EXCEED	1
 EXCEEDED	1
 EXCEEDING	1
 EXCEEDINGLY	1
 EXCEEDS	1
 EXCEL	1
 EXCELED	1
 EXCELLED	1
 EXCELLENCE	1
 EXCELLENCY	1
 EXCELLENT	1
 EXCELLENTLY	1
 EXCELLING	1
 EXCELS	1
 EXCEPTIONAL	1
 EXCEPTIONALLY	1
 EXCITE	1
 EXCITED	1
 EXCITED ANTICIPATION	1
 EXCITEDLY	1
 EXCITEDNESS	1
 EXCITEMENT	1
 EXCITES	1
 EXCITING	1
 EXCITINGLY	1
 EXCLUSIVE	1
 EXEC	1
 EXECUTIVE	1
 EXECUTIVELY	1
 EXEMPLAR	1
 EXEMPLARY	1
 EXHAUSTIVE	1
 EXHILARATE	1
 EXHILARATING	1
 EXHILARATINGLY	1
 EXHILARATION	1
 EXONERATE	1
 EXOTIC	1
 EXOTICALLY	1
 EXPANSIVE	1
 EXPANSIVELY	1
 EXPECTANT	1
 EXPECTANTLY	1
 EXPEDITIOUS	1
 EXPEDITIOUSLY	1
 EXPEDITIVE	1
 EXPENSIVE	1
 EXPENSIVELY	1
 EXPERIENCE	1
 EXPERIENCED	1
 EXPERIMENTER	1
 EXPERT	1
 EXPERTISE	1
 EXPERTLY	1
 EXPLICITLY	1
 EXPLORATION	1
 EXPLORATIVE	1
 EXPONENT	1
 EXPRESSING	1
 EXPRESSIVE	1
 EXPRESSIVELY	1
 EXPRESSIVENESS	1
 EXQUISITE	1
 EXQUISITELY	1
 EXSTATISFY	1
 EXTEND YOUR SCOPE	1
 EXTENSIVE	1
 EXTENSIVELY	1
 EXTOL	1
 EXTOLL	1
 EXTRA	1
 EXTRAORDINARILY	1
 EXTRAORDINARY	1
 EXTRAVAGANTLY	1
 EXUBERANCE	1
 EXUBERANT	1
 EXUBERANTLY	1
 EXULT	1
 EXULTANT	1
 EXULTANTLY	1
 EXULTATION	1
 EXULTINGLY	1
 EYE-CATCHING	1
 FAB	1
 FABLED	1
 FABULOUS	1
 FABULOUSLY	1
 FABULOUSNESS	1
 FACILE	1
 FACILELY	1
 FACILITATE	1
 FACILITATIVE	1
 FACTUAL	1
 FACULTATIVE	1
 FAIN	1
 FAIR	1
 FAIR ENOUGH	1
 FAIRLY	1
 FAIRNESS	1
 FAITH	1
 FAITHFUL	1
 FAITHFULLY	1
 FAITHFULNESS	1
 FAME	1
 FAMED	1
 FAMILIAL	1
 FAMILIAR	1
 FAMILY	1
 FAMOUS	1
 FAMOUSLY	1
 FAN	1
 FANCIER	1
 FANCY	1
 FANFARE	1
 FANS	1
 FANTABULOUS	1
 FANTASTIC	1
 FANTASTICALLY	1
 FARE	1
 FAR-REACHING	1
 FAR-SIGHTED	1
 FASCINATE	1
 FASCINATED	1
 FASCINATING	1
 FASCINATINGLY	1
 FASCINATION	1
 FASCINATOR	1
 FASHIONABLE	1
 FASHIONABLY	1
 FASHIONER	1
 FAST	1
 FASTER	1
 FASTEST	1
 FASTEST-GROWING	1
 FAST-GROWING	1
 FAST-PACED	1
 FAULTLESS	1
 FAV	1
 FAVOR	1
 FAVORABLE	1
 FAVORABLY	1
 FAVORED	1
 FAVORITE	1
 FAVORITED	1
 FAVOUR	1
 FAVOURABLE	1
 FAVOURED	1
 FAVOURITE	1
 FEARLESS	1
 FEARLESSLY	1
 FEASIBLE	1
 FEASIBLY	1
 FEAT	1
 FEATURE-RICH	1
 FECUND	1
 FEEL GOOD	1
 FEELING GOOD	1
 FEELS THE HAPPIEST	1
 FEISTINESS	1
 FEISTY	1
 FELICITATE	1
 FELICITATIONS	1
 FELICITOUS	1
 FELICITOUSLY	1
 FELICITY	1
 FELLOW WORKER	1
 FELLOWSHIP	1
 FERTILE	1
 FERTILELY	1
 FERVENT	1
 FERVENTLY	1
 FERVID	1
 FERVIDLY	1
 FERVOUR	1
 FESTAL	1
 FESTIVE	1
 FESTIVELY	1
 FESTIVENESS	1
 FETCHING	1
 FETCHINGLY	1
 FIANC�	1
 FIDELITY	1
 FIERY	1
 FILIGREED	1
 FINANCIER	1
 FINE	1
 FINE-LOOKING	1
 FINELY	1
 FINER	1
 FINESSE	1
 FINEST	1
 FIREBALL	1
 FIRM	1
 FIRMER	1
 FIRST	1
 FIRST-CLASS	1
 FIRST-IN-CLASS	1
 FIRST-ORDER	1
 FIRST-RATE	1
 FIT	1
 FITLY	1
 FITTING	1
 FITTINGLY	1
 FIVE	1
 FIVE STAR	1
 FIZZ	1
 FLAIR	1
 FLAMBOYANT	1
 FLAMBOYANTLY	1
 FLAME	1
 FLASH	1
 FLASHY	1
 FLAT OUT	1
 FLATTER	1
 FLATTERING	1
 FLATTERINGLY	1
 FLAUNTING	1
 FLAVORFUL	1
 FLAVORFULLY	1
 FLAVOURFUL	1
 FLAWLESS	1
 FLAWLESSLY	1
 FLEET	1
 FLEETLY	1
 FLEXIBILITY	1
 FLEXIBLE	1
 FLEXIBLY	1
 FLIP	1
 FLOURISH	1
 FLOURISHING	1
 FLOURISHINGLY	1
 FLOW	1
 FLOWER	1
 FLOWING	1
 FLUENT	1
 FLUENTLY	1
 FLUTTER	1
 FLYING	1
 FOCUS	1
 FOCUSED	1
 FOLKS	1
 FOND	1
 FONDLE	1
 FONDLY	1
 FONDNESS	1
 FOOD	1
 FOODIE	1
 FOOL PROOF	1
 FOOLPROOF	1
 FOP	1
 FOR	1
 FOR REAL	1
 FORBEAR	1
 FORCE	1
 FORCEFUL	1
 FORCEFULLY	1
 FOREFATHER	1
 FOREMAN	1
 FOREMOST	1
 FORERUNNER	1
 FORESEE	1
 FORESIGHT	1
 FORESIGHTED	1
 FOREVER	1
 FORGIVABLE	1
 FORGIVE	1
 FORGIVENESS	1
 FORGIVING	1
 FORGIVINGLY	1
 FORMALLY	1
 FORMIDABLE	1
 FORTHCOMING	1
 FORTHRIGHT	1
 FORTHRIGHTLY	1
 FORTIFIED	1
 FORTIFY	1
 FORTIFYING	1
 FORTITUDE	1
 FORTUITOUS	1
 FORTUITOUSLY	1
 FORTUNATE	1
 FORTUNATELY	1
 FORTUNE	1
 FORWARD	1
 FORWARD-THINKING	1
 FOUNDATION	1
 FOUNDATIONAL	1
 FOUNDATIONARY	1
 FOUNDER	1
 FOUNTAIN	1
 FOUNTAINHEAD	1
 FOUR-STAR	1
 FOXY	1
 FRAGRANCE	1
 FRAGRANT	1
 FRANK	1
 FRANKLY	1
 FRATERNAL	1
 FRATERNALLY	1
 FREE	1
 FREECYCLE	1
 FREED	1
 FREEDOM	1
 FREEDOMS	1
 FREELY	1
 FREETHINKING	1
 FRESH	1
 FRESHER	1
 FRESHEST	1
 FRESHLY	1
 FRESHNESS	1
 FRIC-TIONLESSLY	1
 FRIEND	1
 FRIENDLINESS	1
 FRIENDLY	1
 FRIENDSHIP	1
 FRISKY	1
 FROLIC	1
 FROLICSOME	1
 FROLICSOMELY	1
 FRONT-PAGE	1
 FRUGAL	1
 FRUGALITY	1
 FRUITFUL	1
 FRUITFULLY	1
 FTW	1
 FULFILL	1
 FULFILLED	1
 FULFILLING	1
 FULFILMENT	1
 FULL	1
 FULLNESS	1
 FULLY	1
 FUN	1
 FUNDAMENTAL	1
 FUNERIFIC	1
 FUNNILY	1
 FUNNY	1
 FUNNY JOKES	1
 FUNOLOGY	1
 FUTURE	1
 FUTURISTIC	1
 FUTURISTICALLY	1
 GAILY	1
 GAIN	1
 GAINED	1
 GAINFUL	1
 GAINFULLY	1
 GAINING	1
 GAINS	1
 GALLANT	1
 GALLANTLY	1
 GALORE	1
 GALVANIZED	1
 GALVANIZING	1
 GAME	1
 GAME-CHANGER	1
 GAMESOME	1
 GAMESOMELY	1
 GARGANTUAN	1
 GASTRONOME	1
 GAY	1
 G�DAY	1
 GEE	1
 GEE WHIZ	1
 GEEKIER	1
 GEEKY	1
 GEM	1
 GEMS	1
 GEMUTLICHKEIT	1
 GENERATE	1
 GENERATOR	1
 GENERATOR OF LIFE	1
 GENERAVITY	1
 GENEROSITY	1
 GENEROUS	1
 GENEROUS GRACE GIVING	1
 GENEROUSLY	1
 GENEROUSNESS	1
 GENIAL	1
 GENIALLY	1
 GENIUS	1
 GENTEEL	1
 GENTLE	1
 GENTLEMAN	1
 GENTLEMANLY	1
 GENTLEST	1
 GENTLY	1
 GENUINE	1
 GENUINELY	1
 GERMANE	1
 GESUNDHEIT	1
 GET IT TOGETHER	1
 GET UP AND GLOW	1
 GET-AT-ABLE	1
 GETTABLE	1
 GIBIGIANA	1
 GIDDY	1
 GIFT	1
 GIFTED	1
 GIGGLE	1
 GIGGLING	1
 GIGIL	1
 GINGER	1
 GIST	1
 GIVE	1
 GIVER	1
 GIVING	1
 GLAD	1
 GLADDEN	1
 GLADLY	1
 GLADNESS	1
 GLAMOR	1
 GLAMOROUS	1
 GLEAMING	1
 GLEE	1
 GLEEFUL	1
 GLEEFULLY	1
 GLIMMER	1
 GLIMMERING	1
 GLISTEN	1
 GLISTENING	1
 GLITTER	1
 GLITZ	1
 GLORIFICATION	1
 GLORIFY	1
 GLORIOUS	1
 GLORIOUSLY	1
 GLORY	1
 GLOW	1
 GLOWING	1
 GLOWINGLY	1
 GNARLY	1
 GO ON	1
 GO-AHEAD	1
 GOAL-ORIENTED	1
 GOD	1
 GODDESS	1
 GOODNESS OF OTHERS	1
 GOD-GIVEN	1
 GODLIKE	1
 GODLINESS	1
 GODLY	1
 GODPARENT	1
 GOD�S HEALING FREQUENCIES	1
 GODSEND	1
 GOD-SEND	1
 GOES WITHOUT SAYING	1
 GO-GETTER	1
 GOING THAT EXTRA MILE	1
 GOING THE EXTRA MILE	1
 GOLD	1
 GOLDEN	1
 GOOD	1
 GOOD EGG	1
 GOOD FORTUNE	1
 GOOD GOLLY	1
 GOOD HEALTH	1
 GOOD IN ALL WAYS	1
 GOOD INDWELLING SPIRIT	1
 GOOD JOB	1
 GOOD SAMARITAN	1
 GOOD SPIRIT	1
 GOOD WORD	1
 GOOD WORDS	1
 GOOD-FEELING	1
 GOODHEARTED	1
 GOOD-HEARTEDLY	1
 GOOD-HUMORED	1
 GOOD-HUMOREDLY	1
 GOOD-HUMOURED	1
 GOOD-LOOKING	1
 GOODLY	1
 GOOD-NATURED	1
 GOOD-NATUREDLY	1
 GOODNESS	1
 GOODNESS ONLY KNOWS	1
 GOODWILL	1
 GORGEOUS	1
 GORGEOUSLY	1
 GORGEOUSNESS	1
 GOSH	1
 GOURMET	1
 GOVERNOR	1
 GRACE	1
 GRACE GIVING	1
 GRACED	1
 GRACEFUL	1
 GRACEFULLY	1
 GRACILE	1
 GRACIOUS	1
 GRACIOUSLY	1
 GRACIOUSNESS	1
 GRADELY	1
 GRAITHLY	1
 GRAND	1
 GRANDEE	1
 GRANDEUR	1
 GRANDIOSITY	1
 GRANDLY	1
 GRANTEE	1
 GRANTOR	1
 GRATEFUL	1
 GRATEFULLY	1
 GRATEFULNESS	1
 GRATIFICATION	1
 GRATIFIED	1
 GRATIFIES	1
 GRATIFY	1
 GRATIFYING	1
 GRATIFYINGLY	1
 GRATITUDE	1
 GREAT	1
 GREATEST	1
 GREATFUL	1
 GREAT-HEARTED	1
 GREATHEARTED	1
 GREATLY	1
 GREATNESS	1
 GREEN	1
 GREET	1
 GREETING	1
 GREGARIOUS	1
 GRIN	1
 GROOVY	1
 GROUND-BREAKING	1
 GROUNDED	1
 GROW	1
 GROWING	1
 GROWING DEMAND	1
 GROWN	1
 GROWTH	1
 GRUBSTAKE	1
 GUARANTEE	1
 GUARANTEED	1
 GUARANTOR	1
 GUARDIAN	1
 GUBERNATORIAL	1
 GUEST	1
 GUIDANCE	1
 GUIDE	1
 GUIDED	1
 GUIDING	1
 GUIDINGLY	1
 GUILELESS	1
 GUILT-FREE	1
 GUILTLESS	1
 GUMPTION	1
 GUMPTIOUS	1
 GUNG HO	1
 GURU	1
 GUSH	1
 GUSTATORY	1
 GUSTO	1
 GUTSY	1
 GYMNASTIC	1
 GYMNASTICALLY	1
 GYPSY SOUL	1
 HAH	1
 HA-HA	1
 HAIL	1
 HALCYON	1
 HALE	1
 HALLELUJAH	1
 HALLMARK	1
 HALLMARKS	1
 HALLOWED	1
 HALO	1
 HALOED	1
 HANAMI	1
 HANDIER	1
 HANDILY	1
 HANDLE	1
 HANDLER	1
 HANDS-DOWN	1
 HANDSOME	1
 HANDSOMELY	1
 HANDY	1
 HAPPENING	1
 HAPPIER	1
 HAPPILY	1
 HAPPINESS	1
 HAPPY	1
 HAPPY-	1
 HAPPY HEARTED	1
 HAPPY WORDS	1
 HAPPY-GO-LUCKY	1
 HARD WORKER	1
 HARDIER	1
 HARDILY	1
 HARD-WORKING	1
 HARDY	1
 HARMLESS	1
 HARMLESSLY	1
 HARMONIC	1
 HARMONIOUS	1
 HARMONIOUSLY	1
 HARMONIZABLE	1
 HARMONIZE	1
 HARMONY	1
 HARNESS	1
 HARRUMPH	1
 HAUNTING	1
 HEAD	1
 HEAD HONCHO	1
 HEADMAN	1
 HEADWAY	1
 HEAL	1
 HEALING	1
 HEALTH	1
 HEALTHFUL	1
 HEALTHILY	1
 HEALTHY	1
 HEART	1
 HEARTEN	1
 HEARTENING	1
 HEARTFELT	1
 HEARTILY	1
 HEART-OPENING	1
 HEARTTHROB	1
 HEART-TO-HEART	1
 HEARTWARMING	1
 HEART-WARMING	1
 HEARTY	1
 HEAVEN	1
 HEAVEN SCENT	1
 HEAVENLY	1
 HEAVY HITTER	1
 HEAVYWEIGHT	1
 HEE	1
 HEEDFUL	1
 HEGEMONIC	1
 HEH	1
 HEIGHT	1
 HEIGHTENED	1
 HEIR	1
 HEIRESS	1
 HELLO	1
 HELLUVA	1
 HELP	1
 HELPED	1
 HELPER	1
 HELPFUL	1
 HELPFULLY	1
 HELPFULNESS	1
 HELPING	1
 HELPING HAND	1
 HELPMATE	1
 HEP	1
 HERALDED	1
 HERE	1
 HERITOR	1
 HERITRESS	1
 HERITRIX	1
 HERO	1
 HEROES	1
 HEROIC	1
 HEROICALLY	1
 HEROINE	1
 HEROISM	1
 HEROIZE	1
 HETEROCLITE	1
 HEURISTIC	1
 HEY	1
 HI	1
 HI!	1
 HIGH	1
 HIGH CALIBRE	1
 HIGH QUALITY	1
 HIGH-CLASS	1
 HIGH-DEMAND	1
 HIGHER MIND	1
 HIGHEST	1
 HIGHEST LEVEL OF ATTUNEMENT	1
 HIGHEST LEVEL OF VIBRATION	1
 HIGHFLIER	1
 HIGHLIGHT	1
 HIGHLY	1
 HIGHLY DISTINGUISHED	1
 HIGHLY REGARDED	1
 HIGHLY SEASONED	1
 HIGHLY VALUED	1
 HIGH-MINDED	1
 HIGH-POWER	1
 HIGH-POWERED	1
 HIGH-PRIORITY	1
 HIGH-QUALITY	1
 HIGH-REACHING	1
 HIGH-SPIRITED	1
 HIGH-SPIRITEDLY	1
 HIGH-SPIRITEDNESS	1
 HILARIOUS	1
 HILARIOUSLY	1
 HILARITY	1
 HIP	1
 HIPLY	1
 HIRE	1
 HMM	1
 HO-HO	1
 HOLINESS	1
 HOLISTIC	1
 HOLY	1
 HOLY BUCKETS	1
 HOLY SMOKES	1
 HOLY SPIRIT	1
 HOMAGE	1
 HOMELY	1
 HONEST	1
 HONESTLY	1
 HONESTY	1
 HONEYED	1
 HONOR	1
 HONORA	1
 HONORABLE	1
 HONORABLY	1
 HONORARY	1
 HONORED	1
 HONOUR	1
 HONOURABLE	1
 HONOURED	1
 HONOURING	1
 HOO	1
 HOORAY	1
 HOPE	1
 HOPEFUL	1
 HOPEFULLY	1
 HOPEFULNESS	1
 HORTATIVE	1
 HOSPITABLE	1
 HOSPITABLY	1
 HOSPITALITY	1
 HOST	1
 HOT	1
 HOTCAKE	1
 HOTCAKES	1
 HOTDOG	1
 HOTLY	1
 HOTSHOT	1
 HOTTEST	1
 HUBBA-HUBBA	1
 HUG	1
 HUGE	1
 HUGGABLE	1
 HUGGY	1
 HUH	1
 HUM	1
 HUMAN	1
 HUMAN FLOURISHING	1
 HUMANE	1
 HUMANELY	1
 HUMANISTIC	1
 HUMANITARIAN	1
 HUMBLE	1
 HUMBLY	1
 HUMILITY	1
 HUMOR	1
 HUMOROUS	1
 HUMOROUSLY	1
 HUMOUR	1
 HUNKY	1
 HURRAY	1
 HUSBAND	1
 HUZZA	1
 HYGIENIC	1
 HYGIENICALLY	1
 HYPERSONIC	1
 HYPNOTIC	1
 HYPNOTICALLY	1
ICHARIBA CHODE	1
 ICON	1
 IDEA	1
 IDEAL	1
 IDEALISM	1
 IDEALISTIC	1
 IDEALISTICALLY	1
 IDEALIZE	1
 IDEALLY	1
 IDENTIFY	1
 IDIOSYNCRATIC	1
 IDOL	1
 IDOLIZE	1
 IDOLIZED	1
 IDOLIZER	1
 IDYLLIC	1
 IKIGAI	1
 ILLIMITABLE	1
 ILLUMINATE	1
 ILLUMINATED	1
 ILLUMINATI	1
 ILLUMINATING	1
 ILLUMINATINGLY	1
 ILLUMINATION	1
 ILLUMINE	1
 ILLUSTRATE	1
 ILLUSTRIOUS	1
 ILLUSTRIOUSLY	1
 IMAGINATION	1
 IMAGINATIVE	1
 IMAGINATIVELY	1
 IMAGINE	1
 IMITABLE	1
 IMMACULATE	1
 IMMACULATELY	1
 IMMEASURABLE	1
 IMMEASURABLY	1
 IMMEDIATE	1
 IMMEDIATELY	1
 IMMENSE	1
 IMMERSE	1
 IMMERSING	1
 IMMORTAL	1
 IMMUNE	1
 IMPART	1
 IMPARTIAL	1
 IMPARTIALITY	1
 IMPARTIALLY	1
 IMPASSIONED	1
 IMPASSIONEDLY	1
 IMPECCABLE	1
 IMPECCABLY	1
 IMPECCANT	1
 IMPERTURBABLE	1
 IMPISH	1
 IMPLEMENT	1
 IMPORT	1
 IMPORTANT	1
 IMPORTANTLY	1
 IMPRESS	1
 IMPRESSED	1
 IMPRESSES	1
 IMPRESSIVE	1
 IMPRESSIVELY	1
 IMPRESSIVENESS	1
 IMPROVE	1
 IMPROVED	1
 IMPROVEMENT	1
 IMPROVEMENTS	1
 IMPROVES	1
 IMPROVING	1
 IMPROVISATIONAL	1
 IMPROVISE	1
 IN	1
 INAMORATA	1
 INAMORATO	1
 INCISIVE	1
 INCISIVELY	1
 INCITING	1
 INCLUDED	1
 INCLUSION	1
 INCLUSIVE	1
 INCOMPARABLE	1
 INCOMPLEX	1
 INCONTESTABLE	1
 INCONTROVERTIBLE	1
 INCORPORATE	1
 INCORRUPT	1
 INCREASE	1
 INCREDIBLE	1
 INCREDIBLE CUTENESS	1
 INCREDIBLY	1
 INCULPABLE	1
 INDEBTED	1
 INDEED	1
 INDEFATIGABLE	1
 INDEFATIGABLY	1
 INDEPENDENCE	1
 INDEPENDENT	1
 INDEPENDENTLY	1
 INDESTRUCTIBLE	1
 INDESTRUCTIBLY	1
 INDEX	1
 INDISPENSABLE	1
 INDISPENSABLY	1
 INDISPUTABLE	1
 INDISPUTABLY	1
 INDIVIDUAL	1
 INDIVIDUALISTIC	1
 INDIVIDUALISTICALLY	1
 INDIVIDUALIZE	1
 INDIVIDUALIZED	1
 INDIVISIBLE	1
 INDOMITABLE	1
 INDOMITABLY	1
 INDUBITABLE	1
 INDULGENCE	1
 INDULGENT	1
 INDUSTRIALIST	1
 INDUSTRIOUS	1
 INDUSTRIOUSLY	1
 INDWELLING	1
 INDWELLING HOLY SPIRIT	1
 INDWELLING SPIRIT OF GOD	1
 INEBRIATE	1
 INEFFABLE	1
 INERRANT	1
 INESTIMABLE	1
 INESTIMABLY	1
 INEXHAUSTIBLE	1
 INEXPENSIVE	1
 INFALLIBILITY	1
 INFALLIBLE	1
 INFALLIBLY	1
 INFANT	1
 INFINITE	1
 INFINITELY	1
 INFINITY	1
 INFLUENCE	1
 INFLUENCING	1
 INFLUENTIAL	1
 INFLUENTIALLY	1
 INFORM	1
 INFORMATIVE	1
 INFORMATIVELY	1
 INFORMED	1
 INGENIOUS	1
 INGENIOUSLY	1
 INGENUITY	1
 INGENUOUS	1
 INGENUOUSLY	1
 INHERITOR	1
 INIMITABLE	1
 INITIATE	1
 INITIATIVE	1
 INITIATOR	1
 IN-LOVE	1
 INNER	1
 INNER SPIRIT	1
 INNER-PEACE	1
 INNOCENT	1
 INNOCENTLY	1
 INNOCUOUS	1
 INNOVATE	1
 INNOVATION	1
 INNOVATIVE	1
 INNOVATOR	1
 INNOXIOUS	1
 INPUT	1
 INQUISITIVE	1
 INQUISITIVELY	1
 INSIGHT	1
 INSIGHTFUL	1
 INSIGHTFULLY	1
 INSIGHTFULNESS	1
 INSPECT	1
 INSPIRATION	1
 INSPIRATIONAL	1
 INSPIRATIONAL WORDS	1
 INSPIRE	1
 INSPIRED	1
 INSPIREDLY	1
 INSPIRING	1
 INSPIRING WORD	1
 INSPIRING WORDS	1
 INSPIRINGLY	1
 INSPIRIT	1
 INSPIRITING	1
 INSTALL	1
 INSTANT	1
 INSTANTANEOUS	1
 INSTANTLY	1
 INSTINCTIVE	1
 INSTINCTIVELY	1
 INSTITUTE	1
 INSTITUTOR	1
 INSTRUCT	1
 INSTRUCTIVE	1
 INSTRUCTIVELY	1
 INSTRUMENTAL	1
 INSTRUMENTALLY	1
 INSURE	1
 INTEGRAL	1
 INTEGRATE	1
 INTEGRATED	1
 INTEGRITY	1
 INTELLECT	1
 INTELLECTUAL	1
 INTELLECTUALLY	1
 INTELLIGENCE	1
 INTELLIGENT	1
 INTELLIGENTLY	1
 INTELLIGIBLE	1
 INTENSE	1
 INTENSELY	1
 INTENSITY	1
 INTENT	1
 INTENTION	1
 INTENTLY	1
 INTERACT	1
 INTERACTIVE	1
 INTERACTIVELY	1
 INTERCONNECTED	1
 INTERCONNECTIVITY	1
 INTEREST	1
 INTERESTED	1
 INTERESTEDLY	1
 INTERESTING	1
 INTERESTINGLY	1
 INTERESTS	1
 INTERFACE	1
 INTERNAL	1
 INTERPRET	1
 INTERTWINE	1
 INTERTWINED	1
 INTERVIEW	1
 INTIMACY	1
 INTIMATE	1
 INTIMATELY	1
 INTOXICATING	1
 INTREPID	1
 INTRICATE	1
 INTRIGUE	1
 INTRIGUED	1
 INTRIGUING	1
 INTRIGUINGLY	1
 INTRODUCE	1
 INTRODUCER	1
 INTUITION	1
 INTUITIVE	1
 INTUITIVENESS	1
 INVALUABLE	1
 INVALUABLY	1
 INVENT	1
 INVENTIVE	1
 INVENTIVELY	1
 INVENTIVENESS	1
 INVENTOR	1
 INVENTORY	1
 INVESTIGATE	1
 INVESTING	1
 INVIGORATE	1
 INVIGORATED	1
 INVIGORATING	1
 INVINCIBILITY	1
 INVINCIBLE	1
 INVINCIBLY	1
 INVIOLABLE	1
 INVIOLABLY	1
 INVIOLATE	1
 INVITATION	1
 INVITE	1
 INVITEE	1
 INVITING	1
 INVITINGLY	1
 INVOLVE	1
 INVOLVED	1
 INVULNERABLE	1
 IO	1
 IRIDESCENT	1
 IRREFRAGABLE	1
 IRREFUTABLE	1
 IRREPLACEABLE	1
 IRREPLACEABLY	1
 IRREPRESSIBLE	1
 IRREPRESSIBLY	1
 IRREPROACHABLE	1
 IRREPROACHABLY	1
 IRRESISTIBLE	1
 IRRESISTIBLY	1
 ISSUE-FREE	1
 IT�S �IN�	1
JAMMIN�	1
 JAMMING	1
 JAM-PACKED	1
 JAPE	1
 JAUNCE	1
 JAUNTILY	1
 JAUNTY	1
 JAW-DROPPING	1
 JAZZ UP	1
 JAZZED	1
 JAZZILY	1
 JAZZY	1
 JEEZ	1
 JESSANT	1
 JEST	1
 JESTER	1
 JESTFUL	1
 JESTING	1
 JESTINGLY	1
 JEWEL	1
 JEWELLED	1
 JIG	1
 JIGGISH	1
 JIGJOG	1
 JIMP	1
 JINGLE	1
 JOBBING	1
 JOCOSE	1
 JOCOSELY	1
 JOCOSERIOUS	1
 JOCULAR	1
 JOCULARLY	1
 JOCULATORY	1
 JOCUND	1
 JOIN	1
 JOINT	1
 JOINTED	1
 JOINTLY	1
 JOKE	1
 JOKER	1
 JOKINGLY	1
 JOLIF	1
 JOLLILY	1
 JOLLY	1
 JOSH	1
 JOVIAL	1
 JOVIALLY	1
 JOY	1
 JOYFUL	1
 JOYFULLY	1
 JOYOUS	1
 JOYOUSLY	1
 JOYSOME	1
 JUBILANT	1
 JUBILANTLY	1
 JUBILATE	1
 JUBILATION	1
 JUBILINGO	1
 JUDICIOUS	1
 JUDICIOUSLY	1
 JUGGLER	1
 JUICY	1
 JUMP	1
 JUMPY	1
 JUST	1
 JUST LIKE THAT	1
 JUSTICE	1
 JUSTIFIED	1
 JUSTIFY	1
 JUSTLY	1
 JUVENESCENT	1
K.O.	1
 KAAJHUAB	1
 KALON	1
 KAPISH	1
 KAZAAM	1
 KEEN	1
 KEENEST	1
 KEENLY	1
 KEENNESS	1
 KEEP UP	1
 KEEPER	1
 KEEP-UP	1
 KEMPT	1
 KEY	1
 KIDDINGLY	1
 KIDDO	1
 KID-FRIENDLY	1
 KILIG	1
 KIND	1
 KIND WORDS	1
 KIND-HEART	1
 KIND-HEARTED	1
 KINDLINESS	1
 KINDLY	1
 KINDNESS	1
 KINDRED	1
 KINDRED SPIRIT	1
 KINETIC	1
 KING OF THE	1
 KINGLY	1
 KINGPIN	1
 KING-SIZED	1
 KISS	1
 KISSABLE	1
 KITTEN	1
 KITTENS	1
 KNIGHT	1
 KNIGHTLY	1
 KNOCK SPOTS OFF	1
 KNOWABLE	1
 KNOW-HOW	1
 KNOWING	1
 KNOWINGLY	1
 KNOWLEDGE	1
 KNOWLEDGEABLE	1
 KNOWLEDGEABLY	1
 KOIBITO KIBUN	1
 KOOKILY	1
 KOOKY	1
 KOSHER	1
 KUDOS	1
LA	1
 LA-DI-DAH	1
 LADY	1
 LADYLIKE	1
 LADY�S MAN	1
 LAID-BACK	1
 LARGE	1
 LARGE-CAPACITY	1
 LARGESS	1
 LARGESSE	1
 LARK	1
 LASTING	1
 LATITUDINARIAN	1
 LAUD	1
 LAUDABLE	1
 LAUDABLY	1
 LAUGH	1
 LAUGHING	1
 LAUGHINGLY	1
 LAUREATE	1
 LAVENDER	1
 LAVISH	1
 LAVISHLY	1
 LAW-ABIDING	1
 LAWFUL	1
 LAWFULLY	1
 LEAD	1
 LEADER	1
 LEADERSHIP	1
 LEADING	1
 LEADING FIGURE	1
 LEADING LIGHT	1
 LEADING-EDGE	1
 LEADS	1
 LEAN	1
 LEARN	1
 LEARNED	1
 LEARNEDLY	1
 LEARNING	1
 LED	1
 LEEWAY	1
 LEGAL	1
 LEGATEE	1
 LEGATOR	1
 LEGEND	1
 LEGENDARY	1
 LEGIBLE	1
 LEGISLATOR	1
 LEGIT	1
 LEGITIMATE	1
 LEGITIMATELY	1
 LEISURE	1
 LEISURED	1
 LEISURELY	1
 LENIEN	1
